nom_cle_comparaison,nom_normalise_2019,nom_affiche_2019,provinces_2019,listes_2019,rangs_2019,n_apparitions_2019,nom_normalise_2026,nom_affiche_2026,provinces_2026,listes_2026,rangs_2026,n_apparitions_2026,statut_exact
BERNARD JO WAPALA,BERNARD JO WAPALA,"Bernard, Jo WAPALA",Province des Iles,Province des Iles - 06 - NOUVELLE VISION DES ILES,Province des Iles:15,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BERNARD JOSUE NENOU PWATAHO,JOSUE BERNARD NENOU PWATAHO,"Josué, Bernard NENOU-PWATAHO",Province Nord,"Province Nord - 03 - UNE PROVINCE POUR TOUS, CALEDONIENS ENSEMBLE. POUR UN AVENIR DU PAYS DANS LA PAIX AUX COULEURS DE LA FRANCE",Province Nord:05,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BERNARD MARANT,BERNARD MARANT,Bernard MARANT,Province Sud,"Province Sud - 11 - CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",Province Sud:47,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BERNUT REGINALD,REGINALD BERNUT,Réginald BERNUT,Province Sud,"Province Sud - 11 - CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",Province Sud:49,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BERTRAND PERRONNET,BERTRAND PERRONNET,Bertrand PERRONNET,Province Sud,Province Sud - 10 - DESTIN COMMUN CALEDONIEN,Province Sud:19,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BETOE MARIE YVONNE,MARIE YVONNE BETOE,Marie-Yvonne BETOE,Province Sud,Province Sud - 04 - PARTI TRAVAILLISTE ET FORCES PROGRESSISTES POUR L’UNITE ET LE CHANGEMENT,Province Sud:38,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BETTO MARIE VICTORIA,MARIE VICTORIA BETTO,Marie-Victoria BETTO,Province Sud,Province Sud - 04 - PARTI TRAVAILLISTE ET FORCES PROGRESSISTES POUR L’UNITE ET LE CHANGEMENT,Province Sud:40,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BIANCA WAHOO,BIANCA WAHOO,Bianca WAHOO,Province Sud,Province Sud - 02 - RASSEMBLEMENT NATIONAL,Province Sud:22,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BIAZA DIT RAPAUTE TONNY,TONNY BIAZA DIT RAPAUTE,Tonny BIAZA DIT RAPAUTE,Province Sud,Province Sud - 10 - DESTIN COMMUN CALEDONIEN,Province Sud:45,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BIROT JEAN MARC,JEAN MARC BIROT,Jean-Marc BIROT,Province Nord,Province Nord - 02 - AGISSONS POUR LE NORD,Province Nord:19,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BISHOP CLAUDE,CLAUDE BISHOP,Claude BISHOP,Province des Iles,Province des Iles - 05 - DYNAMIQUE AUTOCHTONE,Province des Iles:24,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BISHOP FRANCOISE,FRANCOISE BISHOP,Françoise BISHOP,Province des Iles,Province des Iles - 07 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE ILES (MNIS ILES),Province des Iles:13,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BISHOP GERMAINE NEMIA TOLETA,GERMAINE TOLETA NEMIA BISHOP,"Germaine, Toleta NEMIA épouse BISHOP",Province des Iles,Province des Iles - 07 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE ILES (MNIS ILES),Province des Iles:01,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BISHOP WILSON,WILSON BISHOP,Wilson BISHOP,Province Sud,Province Sud - 01 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE SUD (MNIS SUD),Province Sud:33,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BLAISE PHILIPPE,PHILIPPE BLAISE,Philippe BLAISE,Province Sud,Province Sud - 03 - L’AVENIR EN CONFIANCE,Province Sud:06,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BLAISE RENE SALO WAKOREZE,RENE BLAISE WAKOREZE SALO,René Blaise Wakorèze SALO,Province des Iles,Province des Iles - 08 - PALIKA ILES,Province des Iles:17,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BLANCHE EMILIE MENEOUME,BLANCHE EMILIE MENEOUME,"Blanche, Emilie MENEOUME",Province Sud,Province Sud - 07 - FLNKS,Province Sud:48,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BLANCHE ENOKA NGAIOHNI,BLANCHE ENOKA NGAIOHNI,Blanche ENOKA née NGAIOHNI,Province des Iles,Province des Iles - 05 - DYNAMIQUE AUTOCHTONE,Province des Iles:17,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BOA DJAIWE JEAN PIERRE,JEAN PIERRE BOA DJAIWE,"Jean-Pierre, Boa DJAïWE",Province Nord,Province Nord - 01 - UNION NATIONALE POUR L'INDEPENDANCE (UNI),Province Nord:03,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BOANEMOA CHARLOTTE,CHARLOTTE BOANEMOA,Charlotte BOANEMOA,Province Sud,Province Sud - 01 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE SUD (MNIS SUD),Province Sud:10,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BOAOUVA GAIA JOSETTE,JOSETTE GAIA BOAOUVA,Josette GAÏA ép BOAOUVA,Province Nord,Province Nord - 04 - PARTI TRAVAILLISTE « OSONS LE CHANGEMENT »,Province Nord:12,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BOB CHRISTINE WASHETINE,CHRISTINE WASHETINE BOB,Christine WASHETINE née BOB,Province des Iles,Province des Iles - 05 - DYNAMIQUE AUTOCHTONE,Province des Iles:11,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BOB LUCIEN,LUCIEN BOB,Lucien BOB,Province des Iles,Province des Iles - 06 - NOUVELLE VISION DES ILES,Province des Iles:05,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BODEN IZUMI NATHALIE,NATHALIE BODEN IZUMI,Nathalie BODEN épouse IZUMI,Province Sud,Province Sud - 04 - PARTI TRAVAILLISTE ET FORCES PROGRESSISTES POUR L’UNITE ET LE CHANGEMENT,Province Sud:36,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BOIGUIVIE MARIE SHOLASTIQUE,MARIE SHOLASTIQUE BOIGUIVIE,Marie Sholastique BOIGUIVIE,Province Nord,Province Nord - 04 - PARTI TRAVAILLISTE « OSONS LE CHANGEMENT »,Province Nord:28,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BOIGUIVIE SYLVAIN,SYLVAIN BOIGUIVIE,Sylvain BOIGUIVIE,Province Sud,Province Sud - 07 - FLNKS,Province Sud:29,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BOINHALEU JHONY,JHONY BOINHALEU,Jhony BOINHALEU,Province Sud,Province Sud - 04 - PARTI TRAVAILLISTE ET FORCES PROGRESSISTES POUR L’UNITE ET LE CHANGEMENT,Province Sud:19,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BOLO DAVY,DAVY BOLO,Davy BOLO,Province des Iles,Province des Iles - 01 - UNITAIRE KANAKY GENERATION,Province des Iles:01,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BOMASSE GINETTE,GINETTE BOMASSE,Ginette BOMASSE,Province Sud,Province Sud - 10 - DESTIN COMMUN CALEDONIEN,Province Sud:30,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BOUANOU IVANA JUDITH,IVANA JUDITH BOUANOU,"Ivana, Judith BOUANOU",Province Nord,Province Nord - 01 - UNION NATIONALE POUR L'INDEPENDANCE (UNI),Province Nord:10,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BOUCKO CHARLES,CHARLES BOUCKO,Charles BOUCKO,Province des Iles,Province des Iles - 01 - UNITAIRE KANAKY GENERATION,Province des Iles:11,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BOUERI PRISCA,PRISCA M BOUERI,Prisca M' BOUERI,Province Sud,Province Sud - 07 - FLNKS,Province Sud:16,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BOUFENECHE LEILA SOLOMITA,LEILA BOUFENECHE SOLOMITA,Leïla BOUFENECHE ep SOLOMITA,Province Sud,Province Sud - 10 - DESTIN COMMUN CALEDONIEN,Province Sud:02,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BOUHOUT LAHOUARI,LAHOUARI BOUHOUT,Lahouari BOUHOUT,Province Sud,Province Sud - 05 - CALEDONIE NOUVELLE ET REUNIE,Province Sud:17,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BOULA EDOUARD,EDOUARD BOULA,Edouard BOULA,Province des Iles,Province des Iles - 01 - UNITAIRE KANAKY GENERATION,Province des Iles:21,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BOULANGER MICHEL,MICHEL BOULANGER,Michel BOULANGER,Province Sud,Province Sud - 08 - ALLIANCE CITOYENNE POUR LA TRANSITION. CONSTRUIRE NOTRE PAYS EN MELANESIE - (ACT),Province Sud:30,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BOUQUET YVETTE,YVETTE BOUQUET,Yvette BOUQUET,Province Sud,Province Sud - 04 - PARTI TRAVAILLISTE ET FORCES PROGRESSISTES POUR L’UNITE ET LE CHANGEMENT,Province Sud:08,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BOURGINE CHRISTELLE,CHRISTELLE BOURGINE,Christelle BOURGINE,Province Sud,Province Sud - 02 - RASSEMBLEMENT NATIONAL,Province Sud:48,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BOZE EPUSE MAULIGALO RAYMONDE,RAYMONDE BOZE EPUSE MAULIGALO,Raymonde BOZE épuse MAULIGALO,Province Sud,Province Sud - 10 - DESTIN COMMUN CALEDONIEN,Province Sud:22,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BRIAND NIKITA SEO,NIKITA BRIAND SEO,Nikita Briand SEO,Province Sud,Province Sud - 06 - L’EVEIL OCEANIEN,Province Sud:29,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BRIAULT LYVIA,LYVIA BRIAULT,Lyvia BRIAULT,Province Sud,"Province Sud - 11 - CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",Province Sud:42,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BRIEUC FROGIER,BRIEUC FROGIER,Brieuc FROGIER,Province Sud,Province Sud - 03 - L’AVENIR EN CONFIANCE,Province Sud:12,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BRIGITTE TCHAOUNYANE,BRIGITTE TCHAOUNYANE,Brigitte TCHAOUNYANE,Province Nord,Province Nord - 05 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE NORD (MNIS NORD),Province Nord:29,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BRIGNONE NICOLAS,NICOLAS BRIGNONE,Nicolas BRIGNONE,Province Sud,Province Sud - 03 - L’AVENIR EN CONFIANCE,Province Sud:28,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BRINON LIONNEL,LIONNEL BRINON,Lionnel BRINON,Province Sud,Province Sud - 03 - L’AVENIR EN CONFIANCE,Province Sud:16,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BROSSARD HNAJA YVANA,YVANA BROSSARD HNAJA,Yvana BROSSARD née HNAJA,Province Sud,Province Sud - 05 - CALEDONIE NOUVELLE ET REUNIE,Province Sud:44,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BROSSARD MARCEL,MARCEL BROSSARD,Marcel BROSSARD,Province Sud,Province Sud - 05 - CALEDONIE NOUVELLE ET REUNIE,Province Sud:31,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BROUILLON HERVE,HERVE BROUILLON,Hervé BROUILLON,Province Sud,Province Sud - 09 - CONSTRUIRE AUTREMENT,Province Sud:21,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BRUKOA MARJORIE,MARJORIE BRUKOA,Marjorie BRUKOA,Province Sud,Province Sud - 01 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE SUD (MNIS SUD),Province Sud:30,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BRUMOERE JEAN PIERRE,JEAN PIERRE BRUMOERE,Jean-Pierre BRUMOERE,Province Nord,Province Nord - 05 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE NORD (MNIS NORD),Province Nord:12,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BRUNELET CLAUDE REINE,REINE CLAUDE BRUNELET,Reine Claude BRUNELET,Province Nord,"Province Nord - 03 - UNE PROVINCE POUR TOUS, CALEDONIENS ENSEMBLE. POUR UN AVENIR DU PAYS DANS LA PAIX AUX COULEURS DE LA FRANCE",Province Nord:16,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BRUNELET LAVERGNE SOURY VALERIE,VALERIE BRUNELET SOURY LAVERGNE,Valérie BRUNELET ép. SOURY-LAVERGNE,Province Nord,"Province Nord - 03 - UNE PROVINCE POUR TOUS, CALEDONIENS ENSEMBLE. POUR UN AVENIR DU PAYS DANS LA PAIX AUX COULEURS DE LA FRANCE",Province Nord:02,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BRUNO CAPY,BRUNO CAPY,Bruno CAPY,Province Sud,Province Sud - 03 - L’AVENIR EN CONFIANCE,Province Sud:34,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BRUNO FEJOZ,BRUNO FEJOZ,Bruno FEJOZ,Province Sud,Province Sud - 09 - CONSTRUIRE AUTREMENT,Province Sud:45,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BRUNO NINE,BRUNO NINE,Bruno NINE,Province des Iles,Province des Iles - 01 - UNITAIRE KANAKY GENERATION,Province des Iles:23,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BRUNO PENATI,BRUNO PENATI,Bruno PENATI,Province Sud,Province Sud - 02 - RASSEMBLEMENT NATIONAL,Province Sud:35,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BUAMA LINDA YEIWENE,LINDA YEIWENE BUAMA,Linda YEIWENE ép BUAMA,Province des Iles,Province des Iles - 01 - UNITAIRE KANAKY GENERATION,Province des Iles:22,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
BUKOVEC OLIVIER,OLIVIER BUKOVEC,Olivier BUKOVEC,Province Sud,Province Sud - 05 - CALEDONIE NOUVELLE ET REUNIE,Province Sud:05,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CAEAT LANDRY,LANDRY CAEAT,Landry CAEAT,Province Sud,Province Sud - 04 - PARTI TRAVAILLISTE ET FORCES PROGRESSISTES POUR L’UNITE ET LE CHANGEMENT,Province Sud:27,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CAIHE ELIANE SENE WAITRONYIE,ELIANE SENE WAITRONYIE CAIHE,Eliane Senë WAITRONYIE ep CAIHE,Province des Iles,Province des Iles - 08 - PALIKA ILES,Province des Iles:06,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CAIHE JOSEPH,JOSEPH CAIHE,Joseph CAIHE,Province Sud,"Province Sud - 11 - CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",Province Sud:13,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CAPOA THOMAS WANEWE,THOMAS WANEWE CAPOA,"Thomas, Wanéwé CAPOA",Province des Iles,Province des Iles - 02 - UC - FLNKS,Province des Iles:21,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CAPOA VIRGINIE,VIRGINIE CAPOA,Virginie CAPOA,Province des Iles,Province des Iles - 05 - DYNAMIQUE AUTOCHTONE,Province des Iles:07,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CARL GUELA,CARL N GUELA,Carl N' GUELA,Province Sud,Province Sud - 03 - L’AVENIR EN CONFIANCE,Province Sud:38,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CARLOS RIBAS,CARLOS RIBAS,Carlos RIBAS,Province Nord,"Province Nord - 03 - UNE PROVINCE POUR TOUS, CALEDONIENS ENSEMBLE. POUR UN AVENIR DU PAYS DANS LA PAIX AUX COULEURS DE LA FRANCE",Province Nord:23,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CAROLINE MACHORO REIGNIER,CAROLINE MACHORO REIGNIER,Caroline MACHORO-REIGNIER,Province Nord,Province Nord - 06 - UC-FLNKS,Province Nord:02,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CARPIN SOLANGE,SOLANGE CARPIN,Solange CARPIN,Province Nord,"Province Nord - 03 - UNE PROVINCE POUR TOUS, CALEDONIENS ENSEMBLE. POUR UN AVENIR DU PAYS DANS LA PAIX AUX COULEURS DE LA FRANCE",Province Nord:10,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CARROUR HANS LE,HANS LE CARROUR,Hans LE CARROUR,Province Sud,Province Sud - 04 - PARTI TRAVAILLISTE ET FORCES PROGRESSISTES POUR L’UNITE ET LE CHANGEMENT,Province Sud:33,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CARYL NORMANDON,CARYL NORMANDON,Caryl NORMANDON,Province Nord,Province Nord - 02 - AGISSONS POUR LE NORD,Province Nord:05,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CASTEX MICHEL,MICHEL CASTEX,Michel CASTEX,Province Sud,Province Sud - 08 - ALLIANCE CITOYENNE POUR LA TRANSITION. CONSTRUIRE NOTRE PAYS EN MELANESIE - (ACT),Province Sud:38,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CATHERINE DUHNARA,CATHERINE DUHNARA,Catherine DUHNARA,Province Sud,Province Sud - 01 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE SUD (MNIS SUD),Province Sud:48,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CATHIE MANNE,CATHIE MANNE,Cathie MANNE,Province Sud,Province Sud - 09 - CONSTRUIRE AUTREMENT,Province Sud:46,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CAUNES YANITA,YANITA CAUNES,Yanita CAUNES,Province Sud,Province Sud - 05 - CALEDONIE NOUVELLE ET REUNIE,Province Sud:36,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CAWIDRONE ROBERT,ROBERT CAWIDRONE,Robert CAWIDRONE,Province des Iles,Province des Iles - 05 - DYNAMIQUE AUTOCHTONE,Province des Iles:04,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CAWIDRONE WAKANUMUNE,CAWIDRONE WAKANUMUNE,Cawidrone WAKANUMUNE,Province des Iles,Province des Iles - 05 - DYNAMIQUE AUTOCHTONE,Province des Iles:18,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CECILIA TOULANGUI,CECILIA TOULANGUI,Cécilia TOULANGUI,Province des Iles,Province des Iles - 03 - PARTI TRAVAILLISTE,Province des Iles:18,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CEDRIC TAUGAMOA YANN,YANN CEDRIC TAUGAMOA,Yann Cedric TAUGAMOA,Province Sud,Province Sud - 06 - L’EVEIL OCEANIEN,Province Sud:35,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CEDRICK WAHEA,CEDRICK WAHEA,Cedrick WAHEA,Province des Iles,Province des Iles - 05 - DYNAMIQUE AUTOCHTONE,Province des Iles:10,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CEGOU JEAN NICOLAS TIDJINE,NICOLAS CEGOU JEAN TIDJINE,"Nicolas,Cegou,Jean TIDJINE",Province Nord,Province Nord - 04 - PARTI TRAVAILLISTE « OSONS LE CHANGEMENT »,Province Nord:09,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CELESTE DECLERCQ PATRICIA STEPHANIE WRIGHT,STEPHANIE PATRICIA CELESTE DECLERCQ WRIGHT,"Stéphanie, Patricia, Céleste DECLERCQ - WRIGHT",Province des Iles,Province des Iles - 02 - UC - FLNKS,Province des Iles:12,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CELINE INGHANE MALAKAI,CELINE MALAKAI INGHANE,Céline MALAKAI-INGHANE,Province des Iles,Province des Iles - 01 - UNITAIRE KANAKY GENERATION,Province des Iles:06,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CERVERA CORNAILLE MARTINE,MARTINE CORNAILLE CERVERA,Martine CORNAILLE née CERVERA,Province Sud,Province Sud - 08 - ALLIANCE CITOYENNE POUR LA TRANSITION. CONSTRUIRE NOTRE PAYS EN MELANESIE - (ACT),Province Sud:01,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CHAMBONNIER STEEVENS,STEEVENS CHAMBONNIER,Steevens CHAMBONNIER,Province Nord,Province Nord - 05 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE NORD (MNIS NORD),Province Nord:08,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CHAMPMOREAU ISABELLE,ISABELLE CHAMPMOREAU,Isabelle CHAMPMOREAU,Province Sud,Province Sud - 03 - L’AVENIR EN CONFIANCE,Province Sud:09,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CHANEL FALEVALU KAVAHUUMAI MARIE,MARIE CHANEL KAVAHUUMAI FALEVALU,Marie-Chanel KAVAHUUMAI née FALEVALU,Province Sud,Province Sud - 05 - CALEDONIE NOUVELLE ET REUNIE,Province Sud:40,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CHANEL FLORES PIERRE,PIERRE CHANEL FLORES,Pierre-Chanel FLORES,Province Sud,Province Sud - 10 - DESTIN COMMUN CALEDONIEN,Province Sud:35,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CHANEL LIUFAU PIERRE,PIERRE CHANEL LIUFAU,Pierre-Chanel LIUFAU,Province Sud,Province Sud - 10 - DESTIN COMMUN CALEDONIEN,Province Sud:31,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CHANEL MARIE NAZAIRE,MARIE CHANEL NAZAIRE,Marie-Chanel NAZAIRE,Province des Iles,Province des Iles - 01 - UNITAIRE KANAKY GENERATION,Province des Iles:16,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CHANTAL COURTOT,CHANTAL COURTOT,Chantal COURTOT,Province Sud,Province Sud - 03 - L’AVENIR EN CONFIANCE,Province Sud:29,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CHANTAL KUIESINE MARIE MENE THERESE,CHANTAL MARIE THERESE KUIESINE MENE,"Chantal, Marie-Thérèse KUIESINE ép MENE",Province des Iles,Province des Iles - 04 - AVEC NOUS,Province des Iles:10,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CHARLENE SOERIP,CHARLENE SOERIP,Charlène SOERIP,Province Sud,"Province Sud - 11 - CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",Province Sud:28,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CHARLES GEORGES OLIVIER TESTEMALLE,OLIVIER GEORGES CHARLES TESTEMALLE,Olivier Georges Charles TESTEMALLE,Province Sud,Province Sud - 09 - CONSTRUIRE AUTREMENT,Province Sud:25,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CHARLES KICONE WASSAUMI,CHARLES KICONE WASSAUMI,"Charles, Kicone WASSAUMI",Province des Iles,Province des Iles - 04 - AVEC NOUS,Province des Iles:17,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CHARLES MOINDOU,CHARLES MOINDOU,Charles MOINDOU,Province Sud,Province Sud - 08 - ALLIANCE CITOYENNE POUR LA TRANSITION. CONSTRUIRE NOTRE PAYS EN MELANESIE - (ACT),Province Sud:02,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CHARLES WAPANAI WASHETINE,CHARLES WAPANAI WASHETINE,Charles Wapanai WASHETINE,Province des Iles,Province des Iles - 08 - PALIKA ILES,Province des Iles:01,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CHARLOTTE THEIMBOUEONE,CHARLOTTE THEIMBOUEONE,Charlotte THEIMBOUEONE,Province Nord,Province Nord - 05 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE NORD (MNIS NORD),Province Nord:23,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CHENU GINO,GINO CHENU,Gino CHENU,Province Nord,Province Nord - 02 - AGISSONS POUR LE NORD,Province Nord:29,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CHERIKA MARIE ROLLAND,ROLLAND MARIE CHERIKA,Rolland-Marie CHERIKA,Province Sud,Province Sud - 04 - PARTI TRAVAILLISTE ET FORCES PROGRESSISTES POUR L’UNITE ET LE CHANGEMENT,Province Sud:31,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CHIARA JEAN PHILIPPE,JEAN PHILIPPE CHIARA,Jean-Philippe CHIARA,Province Sud,Province Sud - 02 - RASSEMBLEMENT NATIONAL,Province Sud:45,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CHIARA MONTAGNAT PASCALE,PASCALE CHIARA MONTAGNAT,Pascale CHIARA ép MONTAGNAT,Province Nord,Province Nord - 02 - AGISSONS POUR LE NORD,Province Nord:02,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CHIPAULT STEPHANE,STEPHANE CHIPAULT,Stephane CHIPAULT,Province Sud,Province Sud - 02 - RASSEMBLEMENT NATIONAL,Province Sud:09,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CHLOE MARIA TOTO,CHLOE MARIA TOTO,Chloé Maria TOTO,Province des Iles,Province des Iles - 06 - NOUVELLE VISION DES ILES,Province des Iles:06,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CHO PATRICIA POYGNENA,PATRICIA POYGNENA CHO,Patricia POYGNENA ép CHO,Province Nord,Province Nord - 04 - PARTI TRAVAILLISTE « OSONS LE CHANGEMENT »,Province Nord:32,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CHRISTEL NAPOLEON,CHRISTEL NAPOLEON,Christel NAPOLEON,Province Nord,Province Nord - 02 - AGISSONS POUR LE NORD,Province Nord:26,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
CHRISTELE LACROSE,CHRISTELE LACROSE,Christele LACROSE,Province Sud,Province Sud - 02 - RASSEMBLEMENT NATIONAL,Province Sud:12,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
